node_id,ip_address,timestamp,latency_ms,throughput_mbps,total_storage_gb,free_storage_gb,latitude,longitude,distance_km,region
dc15,10.0.0.16,2025-08-17 04:15:06,44.75,33.3,1000,452.9,53.542843585002515,-6.694260641527417,35.87,dublin_area
dc16,10.0.0.17,2025-08-17 04:15:06,22.81,63.6,1000,518.6,53.43184233928434,-6.044754112483648,16.96,dublin_area
dc17,10.0.0.18,2025-08-17 04:15:06,38.59,38.4,1000,458.3,53.59460022505906,-6.685196423695698,39.14,dublin_area
dc18,10.0.0.19,2025-08-17 04:15:06,55.28,67.4,1000,470.9,53.46735634890011,-6.3893684266711555,15.62,dublin_area
dc19,10.0.0.20,2025-08-17 04:15:06,15.2,57.8,1000,514.3,53.53019413816808,-6.723120518108998,36.63,dublin_area
dc20,10.0.0.21,2025-08-17 04:15:06,36.67,44.6,1000,524.5,53.79157826586649,-6.303556347082213,49.21,dublin_area
dc21,10.0.0.22,2025-08-17 04:15:06,39.0,62.1,1000,485.7,52.97738781171343,-6.202521273387719,41.59,dublin_area
dc22,10.0.0.23,2025-08-17 04:15:06,44.13,46.2,1000,532.1,52.97241001187475,-6.621567036986329,48.38,dublin_area
dc23,10.0.0.24,2025-08-17 04:15:06,32.25,52.3,1000,453.6,53.47443336328344,-6.218909029826467,14.13,dublin_area
dc24,10.0.0.25,2025-08-17 04:15:06,20.55,71.5,1000,502.2,53.77393296937819,-6.750493276157293,57.2,dublin_area
dc25,10.0.0.26,2025-08-17 04:15:06,18.01,35.5,1000,465.8,53.81591338481399,-6.65497759187941,58.01,dublin_area
dc26,10.0.0.27,2025-08-17 04:15:06,40.06,35.2,1000,515.4,52.978076241666955,-5.994186098473389,44.98,dublin_area
dc27,10.0.0.28,2025-08-17 04:15:06,47.67,43.6,1000,490.7,53.057192714001644,-6.12954901696632,33.68,dublin_area
dc28,10.0.0.29,2025-08-17 04:15:06,39.29,45.9,1000,489.4,53.00137553744271,-5.80715185788443,49.12,dublin_area
dc29,10.0.0.30,2025-08-17 04:15:06,26.63,47.2,1000,450.2,53.44290375707399,-6.476666282605743,17.69,dublin_area
dc30,10.0.0.31,2025-08-17 04:15:06,28.66,50.4,1000,543.3,53.71479880624061,-5.789216505691024,51.15,dublin_area
dc31,10.0.0.32,2025-08-17 04:15:06,25.34,34.7,1000,472.1,53.257157502048365,-6.592715172345793,24.37,dublin_area
dc32,10.0.0.33,2025-08-17 04:15:06,50.71,32.9,1000,547.3,53.37293200498643,-5.812670300042052,29.81,dublin_area
dc33,10.0.0.34,2025-08-17 04:15:06,44.47,49.3,1000,472.5,53.75014384887187,-6.210195656716927,44.64,dublin_area
dc34,10.0.0.35,2025-08-17 04:15:06,35.55,67.8,1000,532.7,53.475233571494435,-5.91420661973205,26.85,dublin_area
dc35,10.0.0.36,2025-08-17 04:15:06,32.22,47.9,1000,534.7,52.99949338730886,-5.83886339147983,48.02,dublin_area
dc36,10.0.0.37,2025-08-17 04:15:06,23.75,46.2,1000,484.9,53.49532590392886,-6.293169572840787,16.33,dublin_area
dc37,10.0.0.38,2025-08-17 04:15:06,40.95,61.9,1000,509.0,53.098701403292196,-6.657108612696066,38.44,dublin_area
dc38,10.0.0.39,2025-08-17 04:15:06,32.23,32.8,1000,543.6,53.73905972916247,-6.081785362056204,44.86,dublin_area
dc39,10.0.0.40,2025-08-17 04:15:06,47.75,37.9,1000,472.6,53.62455675399586,-6.344837171077853,31.06,dublin_area
dc40,10.0.0.41,2025-08-17 04:15:06,57.26,47.7,1000,546.4,52.92257312766915,-6.384891619471671,48.23,dublin_area
dc41,10.0.0.42,2025-08-17 04:15:06,27.66,41.5,1000,490.5,52.89297376467219,-6.707896477491576,58.93,dublin_area
dc42,10.0.0.43,2025-08-17 04:15:06,25.5,35.8,1000,485.8,53.03088562824521,-6.201845226536737,35.67,dublin_area
dc43,10.0.0.44,2025-08-17 04:15:06,29.81,71.5,1000,475.6,53.59007824208791,-6.60747058955152,35.24,dublin_area
dc44,10.0.0.45,2025-08-17 04:15:06,30.01,40.8,1000,453.9,53.57794188110559,-6.728587681389904,40.06,dublin_area
dc45,10.0.0.46,2025-08-17 04:15:06,43.06,36.6,1000,467.2,53.02515066343545,-5.818827194859676,46.57,dublin_area
dc46,10.0.0.47,2025-08-17 04:15:06,20.77,42.0,1000,504.3,53.749091427899934,-6.415347953024368,45.57,dublin_area
dc47,10.0.0.48,2025-08-17 04:15:06,48.0,45.8,1000,512.1,53.43038880016822,-6.345700180741814,10.6,dublin_area
dc48,10.0.0.49,2025-08-17 04:15:06,42.82,62.5,1000,528.3,53.0780546196055,-6.430755265127642,32.28,dublin_area
dc49,10.0.0.50,2025-08-17 04:15:06,33.34,46.7,1000,489.0,53.00430751651344,-5.963266713507166,43.22,dublin_area
dc50,10.0.0.51,2025-08-17 04:15:06,52.69,42.2,1000,525.4,53.690975061508816,-6.59870305521033,44.04,dublin_area
dc1,10.0.0.2,2025-08-17 04:15:36,27.87,43.9,1000,456.3,53.59734694281613,-6.238967847592307,27.56,dublin_area
dc2,10.0.0.3,2025-08-17 04:15:36,39.78,64.5,1000,479.7,53.16198218672757,-5.965277625772369,28.66,dublin_area
dc3,10.0.0.4,2025-08-17 04:15:36,21.96,58.1,1000,512.7,53.775730990825224,-6.4050897931399895,48.32,dublin_area
dc4,10.0.0.5,2025-08-17 04:15:36,52.74,69.1,1000,498.5,53.623629008783205,-6.684762524774459,41.42,dublin_area
dc5,10.0.0.6,2025-08-17 04:15:36,39.68,33.2,1000,464.2,53.61855654827689,-5.863662352645118,39.77,dublin_area
dc6,10.0.0.7,2025-08-17 04:15:36,35.92,34.1,1000,483.1,53.68674475024633,-6.538612754096526,41.74,dublin_area
dc7,10.0.0.8,2025-08-17 04:15:36,33.4,55.7,1000,490.9,53.578396667522505,-6.749730081098868,41.18,dublin_area
dc8,10.0.0.9,2025-08-17 04:15:36,33.92,58.9,1000,497.1,53.24578545887854,-6.2711044796720365,11.59,dublin_area
dc9,10.0.0.10,2025-08-17 04:15:36,54.67,52.4,1000,469.1,53.8136170889592,-6.675761767011618,58.41,dublin_area
dc10,10.0.0.11,2025-08-17 04:15:36,42.6,43.0,1000,449.4,53.409612819956216,-6.722451003035255,31.37,dublin_area
dc11,10.0.0.12,2025-08-17 04:15:36,44.08,34.1,1000,475.4,53.06668841294349,-6.544706734595499,36.74,dublin_area
dc12,10.0.0.13,2025-08-17 04:15:36,24.92,36.6,1000,517.2,53.33911707251589,-6.5806346811279814,21.3,dublin_area
dc13,10.0.0.14,2025-08-17 04:15:36,56.45,32.8,1000,502.5,53.24441799417441,-6.123470604857854,14.83,dublin_area
dc14,10.0.0.15,2025-08-17 04:15:36,13.35,45.9,1000,517.3,53.20989752776238,-6.428149172349974,19.15,dublin_area
dc15,10.0.0.16,2025-08-17 04:15:36,48.67,70.6,1000,470.1,53.82444368711815,-6.461006255523164,54.42,dublin_area
dc16,10.0.0.17,2025-08-17 04:15:36,52.13,40.0,1000,458.0,53.2013495057752,-6.0615396933592365,21.15,dublin_area
dc17,10.0.0.18,2025-08-17 04:15:36,52.13,64.9,1000,480.5,53.8168885650894,-6.648364348006861,57.91,dublin_area
dc18,10.0.0.19,2025-08-17 04:15:36,30.91,70.4,1000,538.4,53.301543253522375,-6.749415292768187,32.92,dublin_area
dc19,10.0.0.20,2025-08-17 04:15:36,30.67,32.5,1000,521.8,53.504448441607344,-6.211243653469843,17.5,dublin_area
dc20,10.0.0.21,2025-08-17 04:15:36,32.49,58.6,1000,490.0,53.49211258653268,-6.540410423865368,24.39,dublin_area
dc21,10.0.0.22,2025-08-17 04:15:36,47.01,39.6,1000,484.9,53.620071182277144,-6.256948378740504,30.05,dublin_area
dc22,10.0.0.23,2025-08-17 04:15:36,19.19,45.2,1000,487.4,53.746667252870395,-6.24339947457927,44.14,dublin_area
dc23,10.0.0.24,2025-08-17 04:15:36,23.71,34.9,1000,525.8,53.19530444586552,-6.520187392567426,24.37,dublin_area
dc24,10.0.0.25,2025-08-17 04:15:36,36.76,48.0,1000,535.6,53.28362039250924,-6.124796491483347,11.63,dublin_area
dc25,10.0.0.26,2025-08-17 04:15:36,53.85,33.3,1000,533.7,53.77571335420918,-6.2625476917948495,47.36,dublin_area
dc26,10.0.0.27,2025-08-17 04:15:36,27.19,50.0,1000,510.2,53.32561537882335,-5.833309498704259,28.48,dublin_area
dc27,10.0.0.28,2025-08-17 04:15:36,28.32,45.4,1000,463.9,53.68876508656018,-5.994162253625093,41.6,dublin_area
dc28,10.0.0.29,2025-08-17 04:15:36,35.28,46.7,1000,451.3,52.95574756592435,-6.391480375894391,44.68,dublin_area
dc29,10.0.0.30,2025-08-17 04:15:36,16.47,64.7,1000,468.5,53.39440543774536,-6.279528818807152,5.12,dublin_area
dc30,10.0.0.31,2025-08-17 04:15:36,15.22,54.9,1000,449.5,53.49715646041042,-6.032686269363194,22.27,dublin_area
dc31,10.0.0.32,2025-08-17 04:15:36,28.18,37.1,1000,509.9,53.51872415652278,-6.479067532697838,23.72,dublin_area
dc32,10.0.0.33,2025-08-17 04:15:36,34.42,63.1,1000,507.4,52.99242720555761,-5.760413044093843,51.86,dublin_area
dc33,10.0.0.34,2025-08-17 04:15:36,56.49,71.6,1000,479.2,53.20398987500539,-6.478957892628763,21.78,dublin_area
dc34,10.0.0.35,2025-08-17 04:15:36,28.66,57.3,1000,492.1,53.55472489619214,-5.788048212888023,38.69,dublin_area
dc35,10.0.0.36,2025-08-17 04:15:36,20.89,46.7,1000,453.5,53.078055920657704,-6.748329858173224,44.37,dublin_area
dc36,10.0.0.37,2025-08-17 04:15:36,37.57,66.6,1000,466.9,53.43645371820106,-6.591926602691087,24.01,dublin_area
dc37,10.0.0.38,2025-08-17 04:15:36,26.25,37.2,1000,539.2,53.49652631394949,-6.419283860189434,19.42,dublin_area
dc38,10.0.0.39,2025-08-17 04:15:36,32.39,63.3,1000,495.7,53.16482926261233,-6.694608073998475,35.46,dublin_area
dc39,10.0.0.40,2025-08-17 04:15:36,16.58,54.7,1000,474.8,53.21464797754352,-6.464179554039726,20.24,dublin_area
dc40,10.0.0.41,2025-08-17 04:15:36,15.34,39.9,1000,452.2,52.90455567222235,-5.947015115449937,53.74,dublin_area
dc41,10.0.0.42,2025-08-17 04:15:36,45.99,57.7,1000,523.0,53.43007400124549,-6.345375328421199,10.56,dublin_area
dc42,10.0.0.43,2025-08-17 04:15:36,39.29,65.2,1000,513.8,53.212297035765246,-5.837435947388084,32.0,dublin_area
dc43,10.0.0.44,2025-08-17 04:15:36,52.61,54.5,1000,516.8,52.89598824322956,-5.97890257395429,53.84,dublin_area
dc44,10.0.0.45,2025-08-17 04:15:36,58.23,64.7,1000,487.0,52.964332824374736,-6.276462012092227,42.88,dublin_area
dc45,10.0.0.46,2025-08-17 04:15:36,29.95,38.3,1000,499.2,52.91088396547809,-5.968256780520992,52.55,dublin_area
dc46,10.0.0.47,2025-08-17 04:15:36,37.84,61.5,1000,486.2,53.55336754114397,-6.196590498514673,23.03,dublin_area
dc47,10.0.0.48,2025-08-17 04:15:36,54.1,58.1,1000,466.7,52.89634269216063,-6.225308863374492,50.48,dublin_area
dc48,10.0.0.49,2025-08-17 04:15:36,19.87,60.1,1000,500.6,53.727311681599325,-6.148315665169345,42.62,dublin_area
dc49,10.0.0.50,2025-08-17 04:15:36,41.2,69.7,1000,499.7,53.54457674921753,-6.111758966143683,23.79,dublin_area
dc50,10.0.0.51,2025-08-17 04:15:36,16.8,62.3,1000,456.3,53.392100894924866,-6.631652040473317,25.08,dublin_area
dc1,10.0.0.2,2025-08-17 04:16:06,41.9,52.9,1000,532.0,53.442720433143755,-5.905824694742908,25.67,dublin_area
dc2,10.0.0.3,2025-08-17 04:16:06,56.17,66.5,1000,547.7,53.071934195137615,-6.2711497498148425,30.91,dublin_area
dc3,10.0.0.4,2025-08-17 04:16:06,36.34,35.5,1000,466.5,53.45674874604962,-5.883450214998163,27.67,dublin_area
dc4,10.0.0.5,2025-08-17 04:16:06,48.69,35.7,1000,489.8,53.83269902296064,-6.155766160344818,54.14,dublin_area
dc5,10.0.0.6,2025-08-17 04:16:06,38.77,54.8,1000,485.1,53.680884694402074,-6.481025962473832,39.6,dublin_area
dc6,10.0.0.7,2025-08-17 04:16:06,55.61,64.5,1000,476.7,53.09964977665667,-6.160111596576121,28.6,dublin_area
dc7,10.0.0.8,2025-08-17 04:16:06,30.66,48.3,1000,487.8,53.40989722814238,-6.240865766773108,6.81,dublin_area
dc8,10.0.0.9,2025-08-17 04:16:06,17.03,42.0,1000,463.0,53.55452841159137,-5.815246193976373,37.24,dublin_area
dc9,10.0.0.10,2025-08-17 04:16:06,28.72,52.6,1000,460.0,53.050071462644816,-6.157507744740441,34.02,dublin_area
dc10,10.0.0.11,2025-08-17 04:16:06,21.87,48.0,1000,458.9,52.97679542379291,-6.535434434708875,45.35,dublin_area
dc11,10.0.0.12,2025-08-17 04:16:06,29.41,58.1,1000,511.6,53.718114252391345,-6.516065054521691,44.31,dublin_area
dc12,10.0.0.13,2025-08-17 04:16:06,33.03,40.9,1000,521.8,53.44756119709565,-6.616049246307413,25.97,dublin_area
dc13,10.0.0.14,2025-08-17 04:16:06,31.81,61.2,1000,460.1,53.10681177115921,-5.760945640131264,42.84,dublin_area
dc14,10.0.0.15,2025-08-17 04:16:06,14.16,63.4,1000,513.4,53.601611190549214,-6.371391885275449,28.95,dublin_area
dc15,10.0.0.16,2025-08-17 04:16:06,55.92,54.1,1000,500.6,53.42019817582348,-6.264865283219143,7.83,dublin_area
dc16,10.0.0.17,2025-08-17 04:16:06,36.58,61.5,1000,529.6,53.826711635313664,-5.992004167576701,55.91,dublin_area
dc17,10.0.0.18,2025-08-17 04:16:06,34.46,34.4,1000,516.0,53.43369477170219,-5.949087387869462,22.65,dublin_area
dc18,10.0.0.19,2025-08-17 04:16:06,58.85,44.2,1000,499.0,52.99672935736864,-5.939489414338172,44.7,dublin_area
dc19,10.0.0.20,2025-08-17 04:16:06,36.79,48.8,1000,492.2,53.10798623629047,-6.231542817583814,26.96,dublin_area
dc20,10.0.0.21,2025-08-17 04:16:06,50.64,62.4,1000,510.5,53.80045332630438,-5.825074988877655,57.76,dublin_area
dc21,10.0.0.22,2025-08-17 04:16:06,48.41,67.9,1000,473.1,53.74715855855317,-6.349872302675807,44.58,dublin_area
dc22,10.0.0.23,2025-08-17 04:16:06,17.76,48.0,1000,536.1,53.8392020857176,-6.677937035890609,61.0,dublin_area
dc23,10.0.0.24,2025-08-17 04:16:06,34.82,45.8,1000,487.6,52.99129217375216,-6.359831437725411,40.41,dublin_area
dc24,10.0.0.25,2025-08-17 04:16:06,46.19,36.3,1000,512.8,53.40357084777996,-5.800662639627629,31.07,dublin_area
dc25,10.0.0.26,2025-08-17 04:16:06,48.03,63.8,1000,448.2,53.35187983781988,-6.526447805423339,17.67,dublin_area
dc26,10.0.0.27,2025-08-17 04:16:06,12.69,49.5,1000,533.8,53.545781112052566,-6.060408922947759,25.5,dublin_area
dc27,10.0.0.28,2025-08-17 04:16:06,51.27,50.6,1000,454.1,53.81459176417044,-6.10774498530607,52.65,dublin_area
dc28,10.0.0.29,2025-08-17 04:16:06,38.33,57.3,1000,474.1,53.829312887760956,-6.231134424221298,53.35,dublin_area
dc29,10.0.0.30,2025-08-17 04:16:06,20.62,33.3,1000,500.7,53.421687828409596,-5.795251098598854,31.86,dublin_area
dc30,10.0.0.31,2025-08-17 04:16:06,52.09,32.6,1000,461.0,53.50870963670918,-6.627424184521141,30.06,dublin_area
dc31,10.0.0.32,2025-08-17 04:16:06,16.9,31.9,1000,524.0,53.5578694983099,-6.484468601909141,27.49,dublin_area
dc32,10.0.0.33,2025-08-17 04:16:06,34.85,67.7,1000,454.1,53.3220469608107,-5.889251567775423,24.83,dublin_area
dc33,10.0.0.34,2025-08-17 04:16:06,50.02,56.6,1000,471.0,53.657436871986015,-6.739918942087808,46.65,dublin_area
dc34,10.0.0.35,2025-08-17 04:16:06,19.25,58.3,1000,497.5,53.6603497636107,-5.9184953152575694,41.27,dublin_area
dc35,10.0.0.36,2025-08-17 04:16:06,51.48,37.4,1000,467.5,52.913637568915085,-6.7388005022428565,58.06,dublin_area
dc36,10.0.0.37,2025-08-17 04:16:06,53.12,64.3,1000,528.8,53.668830600108244,-6.1681394364124,35.99,dublin_area
dc37,10.0.0.38,2025-08-17 04:16:06,15.39,61.8,1000,502.0,53.517668661669695,-6.298104503772876,18.83,dublin_area
dc38,10.0.0.39,2025-08-17 04:16:06,16.16,62.7,1000,535.9,52.86598827814402,-5.763639156282256,63.19,dublin_area
dc39,10.0.0.40,2025-08-17 04:16:06,46.46,53.7,1000,547.6,52.95478091713207,-6.510022040257232,46.97,dublin_area
dc40,10.0.0.41,2025-08-17 04:16:06,42.96,44.1,1000,547.0,52.85054487900802,-6.617334300545715,60.42,dublin_area
dc41,10.0.0.42,2025-08-17 04:16:06,42.48,43.1,1000,530.7,53.67251760378651,-5.844871007622069,45.19,dublin_area
dc42,10.0.0.43,2025-08-17 04:16:06,30.97,41.1,1000,453.6,53.22363329223693,-6.390017894906269,16.47,dublin_area
dc43,10.0.0.44,2025-08-17 04:16:06,20.5,61.2,1000,496.4,53.6358833316374,-6.602880720463585,39.06,dublin_area
dc44,10.0.0.45,2025-08-17 04:16:06,48.52,47.1,1000,456.2,53.19737586142009,-6.299657329415539,17.15,dublin_area
dc45,10.0.0.46,2025-08-17 04:16:06,36.69,61.2,1000,448.3,52.91362532624019,-5.789510209102312,57.78,dublin_area
dc46,10.0.0.47,2025-08-17 04:16:06,27.32,33.6,1000,516.6,53.22977852415461,-6.2238199537932415,13.56,dublin_area
dc47,10.0.0.48,2025-08-17 04:16:06,46.35,35.1,1000,507.4,53.587263656824064,-6.684726108035238,38.55,dublin_area
dc48,10.0.0.49,2025-08-17 04:16:06,52.42,33.0,1000,526.4,53.19869225067114,-5.838674070748454,32.68,dublin_area
dc49,10.0.0.50,2025-08-17 04:16:06,44.27,55.1,1000,528.9,53.16728931458732,-6.407152478235613,22.52,dublin_area
dc50,10.0.0.51,2025-08-17 04:16:06,26.85,65.6,1000,477.7,53.57967066989316,-6.208711370865769,25.79,dublin_area
dc1,10.0.0.2,2025-08-17 04:16:36,58.97,40.7,1000,478.9,53.101216258721664,-6.170540409124014,28.28,dublin_area
dc2,10.0.0.3,2025-08-17 04:16:36,58.05,44.4,1000,459.9,53.23380555333431,-6.574288955177747,24.53,dublin_area
dc3,10.0.0.4,2025-08-17 04:16:36,45.02,66.1,1000,521.6,53.83210323281725,-6.153727998370332,54.09,dublin_area
dc4,10.0.0.5,2025-08-17 04:16:36,35.43,32.1,1000,503.9,53.54734034389049,-6.746861348588525,39.0,dublin_area
dc5,10.0.0.6,2025-08-17 04:16:36,47.36,57.7,1000,522.6,53.41305006254331,-6.509640747207732,17.97,dublin_area
dc6,10.0.0.7,2025-08-17 04:16:36,20.16,70.0,1000,547.1,53.0648098933662,-6.741695837251137,45.08,dublin_area
dc7,10.0.0.8,2025-08-17 04:16:36,52.5,36.3,1000,538.4,53.4971726103261,-6.07780634771114,20.37,dublin_area
dc8,10.0.0.9,2025-08-17 04:16:36,38.4,65.5,1000,490.3,53.2050022659844,-5.92933554510466,27.27,dublin_area
dc9,10.0.0.10,2025-08-17 04:16:36,53.64,34.3,1000,521.5,52.853658436862524,-6.416694984674633,56.15,dublin_area
dc10,10.0.0.11,2025-08-17 04:16:36,41.5,68.6,1000,507.1,53.64564644165417,-5.782182836783607,45.63,dublin_area
dc11,10.0.0.12,2025-08-17 04:16:36,40.59,49.3,1000,533.0,53.76802456856243,-5.961253611469307,50.53,dublin_area
dc12,10.0.0.13,2025-08-17 04:16:36,19.49,58.8,1000,472.8,52.8661733635851,-6.307033012630926,53.87,dublin_area
dc13,10.0.0.14,2025-08-17 04:16:36,54.78,53.8,1000,467.4,53.349603810206546,-6.293977571183071,2.24,dublin_area
dc14,10.0.0.15,2025-08-17 04:16:36,46.14,52.2,1000,485.5,53.14219535431473,-6.472031626694768,27.04,dublin_area
dc15,10.0.0.16,2025-08-17 04:16:36,43.37,56.9,1000,483.7,53.21080356164568,-6.54188086843846,24.28,dublin_area
dc16,10.0.0.17,2025-08-17 04:16:36,53.52,64.7,1000,514.4,53.03234802518433,-6.528476079358611,39.56,dublin_area
dc17,10.0.0.18,2025-08-17 04:16:36,32.78,71.0,1000,530.8,53.75710111156983,-6.218473401154199,45.37,dublin_area
dc18,10.0.0.19,2025-08-17 04:16:36,56.89,35.2,1000,522.6,53.420812576798966,-5.832725034357809,29.44,dublin_area
dc19,10.0.0.20,2025-08-17 04:16:36,56.93,40.7,1000,517.5,53.0769210473315,-6.0785638709180585,32.67,dublin_area
dc20,10.0.0.21,2025-08-17 04:16:36,21.01,50.5,1000,482.6,53.58031375624836,-5.925952047710327,33.86,dublin_area
dc21,10.0.0.22,2025-08-17 04:16:36,47.97,71.8,1000,515.1,53.09687079931704,-6.621179897702861,36.99,dublin_area
dc22,10.0.0.23,2025-08-17 04:16:36,53.69,65.3,1000,470.0,53.77404146774917,-6.15279542750182,47.7,dublin_area
dc23,10.0.0.24,2025-08-17 04:16:36,20.73,53.4,1000,450.0,53.22735374003613,-6.495186271888961,20.72,dublin_area
dc24,10.0.0.25,2025-08-17 04:16:36,15.21,56.9,1000,457.2,53.68933680800506,-6.708814359765313,48.01,dublin_area
dc25,10.0.0.26,2025-08-17 04:16:36,25.15,68.2,1000,541.7,53.80614756769296,-6.031495387589004,52.94,dublin_area
dc26,10.0.0.27,2025-08-17 04:16:36,16.65,41.3,1000,521.5,53.511017715849334,-6.3792559446526385,19.58,dublin_area
dc27,10.0.0.28,2025-08-17 04:16:36,28.83,42.7,1000,460.4,53.32681151622177,-6.20577313301928,4.43,dublin_area
dc28,10.0.0.29,2025-08-17 04:16:36,36.65,33.8,1000,484.4,53.033372827871105,-6.239483302918411,35.21,dublin_area
dc29,10.0.0.30,2025-08-17 04:16:36,32.85,45.5,1000,495.8,52.93598248613419,-6.2643507889742285,46.02,dublin_area
dc30,10.0.0.31,2025-08-17 04:16:36,34.38,44.9,1000,518.8,52.85377496181108,-5.992808768384435,57.97,dublin_area
dc31,10.0.0.32,2025-08-17 04:16:36,17.06,41.5,1000,520.2,52.98291192287812,-5.863851085512118,48.61,dublin_area
dc32,10.0.0.33,2025-08-17 04:16:36,35.96,32.1,1000,471.6,53.0865526817791,-6.453666702457735,31.98,dublin_area
dc33,10.0.0.34,2025-08-17 04:16:36,39.61,33.0,1000,482.3,53.34782324273176,-6.668676020720488,27.11,dublin_area
dc34,10.0.0.35,2025-08-17 04:16:36,51.54,61.6,1000,469.6,53.470019521247906,-6.2593258248395784,13.37,dublin_area
dc35,10.0.0.36,2025-08-17 04:16:36,52.3,52.9,1000,515.0,53.523343172304216,-6.589269442375382,29.11,dublin_area
dc36,10.0.0.37,2025-08-17 04:16:36,30.11,52.0,1000,501.1,53.024470820661215,-6.643344136134111,44.27,dublin_area
dc37,10.0.0.38,2025-08-17 04:16:36,51.91,36.8,1000,460.9,53.07305740447379,-6.068047673926113,33.33,dublin_area
dc38,10.0.0.39,2025-08-17 04:16:36,29.5,40.3,1000,455.2,53.66942406667918,-5.982712522281236,40.0,dublin_area
dc39,10.0.0.40,2025-08-17 04:16:36,45.99,59.8,1000,541.8,53.61620600060328,-6.745644802295156,43.69,dublin_area
dc40,10.0.0.41,2025-08-17 04:16:36,46.02,35.0,1000,528.1,52.94349075554119,-6.501108752652941,47.95,dublin_area
dc41,10.0.0.42,2025-08-17 04:16:36,41.13,58.8,1000,452.9,53.59856687746439,-6.027072393258238,31.68,dublin_area
dc42,10.0.0.43,2025-08-17 04:16:36,33.47,37.6,1000,547.2,53.594503059036796,-6.2232982178999965,27.32,dublin_area
dc43,10.0.0.44,2025-08-17 04:16:36,56.2,71.2,1000,523.6,53.352263243457585,-6.157640902686962,6.82,dublin_area
dc44,10.0.0.45,2025-08-17 04:16:36,39.41,54.1,1000,488.0,53.29924239420899,-6.70727903000585,30.21,dublin_area
dc45,10.0.0.46,2025-08-17 04:16:36,36.14,59.5,1000,528.8,53.71464595579669,-6.2965814869572725,40.64,dublin_area
dc46,10.0.0.47,2025-08-17 04:16:36,47.43,61.0,1000,530.5,53.72878143240068,-6.6529136929557815,49.49,dublin_area
dc47,10.0.0.48,2025-08-17 04:16:36,31.27,42.8,1000,507.2,53.70339511883823,-6.304086078865335,39.42,dublin_area
dc48,10.0.0.49,2025-08-17 04:16:36,19.5,33.6,1000,547.6,52.946272024629216,-6.682875080775713,52.99,dublin_area
dc49,10.0.0.50,2025-08-17 04:16:36,52.43,48.8,1000,464.6,52.91990546974011,-6.73242506133379,57.24,dublin_area
dc50,10.0.0.51,2025-08-17 04:16:36,46.69,38.8,1000,450.7,53.46689114378355,-6.307457765284332,13.39,dublin_area
dc1,10.0.0.2,2025-08-17 04:17:06,44.66,41.7,1000,454.9,53.170608008721054,-6.6236933175353325,31.32,dublin_area
dc2,10.0.0.3,2025-08-17 04:17:06,13.62,36.0,1000,464.5,52.9752378829084,-5.787079975624906,52.25,dublin_area
dc3,10.0.0.4,2025-08-17 04:17:06,46.94,45.8,1000,533.0,53.214727537563824,-6.6450375123877174,29.66,dublin_area
dc4,10.0.0.5,2025-08-17 04:17:06,50.07,44.4,1000,487.0,52.999093297573836,-6.2619287080800365,39.0,dublin_area
dc5,10.0.0.6,2025-08-17 04:17:06,22.81,66.0,1000,466.6,53.60047986802984,-6.559310205705598,34.18,dublin_area
dc6,10.0.0.7,2025-08-17 04:17:06,47.93,71.6,1000,478.6,53.331924655124986,-5.918427237203551,22.78,dublin_area
dc7,10.0.0.8,2025-08-17 04:17:06,37.13,40.0,1000,537.0,53.504624667809786,-6.460411884374134,21.73,dublin_area
dc8,10.0.0.9,2025-08-17 04:17:06,52.37,64.6,1000,532.4,52.87203715725661,-6.110303594593266,54.06,dublin_area
dc9,10.0.0.10,2025-08-17 04:17:06,43.95,56.3,1000,483.6,53.61052939929279,-6.123538778349,30.37,dublin_area
dc10,10.0.0.11,2025-08-17 04:17:06,31.2,48.1,1000,492.1,53.21332436247208,-6.0156304178798905,22.25,dublin_area
dc11,10.0.0.12,2025-08-17 04:17:06,54.08,50.9,1000,495.9,53.23797748706312,-6.206870244002145,12.93,dublin_area
dc12,10.0.0.13,2025-08-17 04:17:06,26.42,35.1,1000,545.3,52.909792826304304,-6.097182799990643,50.12,dublin_area
dc13,10.0.0.14,2025-08-17 04:17:06,54.78,49.6,1000,489.8,53.67748281234077,-6.444381018917076,38.42,dublin_area
dc14,10.0.0.15,2025-08-17 04:17:06,18.85,43.0,1000,532.1,53.279184730963685,-6.646426517527986,26.83,dublin_area
dc15,10.0.0.16,2025-08-17 04:17:06,43.84,39.2,1000,529.1,53.267418368330354,-5.919807234921853,24.41,dublin_area
dc16,10.0.0.17,2025-08-17 04:17:06,59.38,39.7,1000,476.2,53.53666866714829,-5.881610742483659,32.57,dublin_area
dc17,10.0.0.18,2025-08-17 04:17:06,24.86,40.4,1000,537.6,52.91960445730612,-6.050920231766241,49.83,dublin_area
dc18,10.0.0.19,2025-08-17 04:17:06,50.57,68.1,1000,448.8,53.806366043167074,-6.201476830927065,50.92,dublin_area
dc19,10.0.0.20,2025-08-17 04:17:06,38.49,55.2,1000,460.7,53.488542375288226,-6.5717901731511414,25.77,dublin_area
dc20,10.0.0.21,2025-08-17 04:17:06,26.56,57.2,1000,491.1,53.78236187500438,-6.58416896219161,52.64,dublin_area
dc21,10.0.0.22,2025-08-17 04:17:06,26.53,38.3,1000,505.2,53.0509385860838,-6.740230332868684,46.11,dublin_area
